$DATE	APC-A	CB Number	DAPI-A	DAY	EXP	EXPERIMENT NAME	FITC-A	FSC-A	FSC-H	FSC-W	ISOTYPE	PARENT FOLDER	PATH	PE-A	PRE-EXPANSION DAY	REPLICATE	SRC	SSC-A	TREATMENT	TUBE NAME	TUBE TYPE
1-Aug-16	357	CB496	315	3	7	Miller CB Expt 7 E5 Day 5	420	180	0	0	0	Miller CB Expt 7 E5 Day 5 E7 Day 3	/Users/jia/Dropbox/Miller/cb_exp_7/Miller CB Expt 7 E5 Day 5 E7 Day 3/478236.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 - Control - Day 3	SURFACE
5-Aug-16	357	CB496	315	5	7	Miller CB Expt 7 E5 Day 8 E7 Day 6	420	180	0	0	0	Miller CB Expt 7 E5 Day 8 E7 Day 6	/Users/jia/Dropbox/Miller/cb_exp_7/Miller CB Expt 7 E5 Day 8 E7 Day 6/481197.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 - Control - Day 3_001	SURFACE
5-Aug-16	357	CB496	315	7	7	Miller CB Expt 7 E5 Day 9 E7 Day 7	420	180	0	0	0	Miller CB Expt 7 E5 Day 9 E7 Day 7	/Users/jia/Dropbox/Miller/cb_exp_7/Miller CB Expt 7 E5 Day 9 E7 Day 7/482472.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 - Control - Day 3_002	SURFACE
11-Jan-17	357	CB536	325	0	13	Miller CB Expt 13 E5 Day 0	420	180	0	0	0	Miller CB Expt 13 E5 Day 0 E7 Day 0	/Users/jia/Dropbox/Miller/cb_exp_13/Miller CB Expt 13 E5 Day 0 E7 Day 0/59812.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB536 Control Day 0	SURFACE
11-Jan-17	357	CB537	325	0	13	Miller CB Expt 13 E5 Day 0	420	180	0	0	0	Miller CB Expt 13 E5 Day 0 E7 Day 0	/Users/jia/Dropbox/Miller/cb_exp_13/Miller CB Expt 13 E5 Day 0 E7 Day 0/59816.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB537 Control Day 0	SURFACE
14-Jan-17	357	CB536	325	3	13	Miller CB Expt 13 E5 Day 3	420	180	0	0	0	Miller CB Expt 13 E5 Day 3	/Users/jia/Dropbox/Miller/cb_exp_13/Miller CB Expt 13 E5 Day 3/59978.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB536 Control Day 3	SURFACE
14-Jan-17	357	CB537	325	3	13	Miller CB Expt 13 E5 Day 3	420	180	0	0	0	Miller CB Expt 13 E5 Day 3	/Users/jia/Dropbox/Miller/cb_exp_13/Miller CB Expt 13 E5 Day 3/59982.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB537 Control Day 3	SURFACE
16-Jan-17	357	CB536	325	5	13	Miller CB Expt 13 E5 Day 5 e7 day 3 2	420	180	0	0	0	Miller CB Expt 13 E5 Day 5 E7 Day 3 - Part 2	/Users/jia/Dropbox/Miller/cb_exp_13/Miller CB Expt 13 E5 Day 5 E7 Day 3 - Part 2/60030.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB536 Control Day 5	SURFACE
16-Jan-17	357	CB537	325	5	13	Miller CB Expt 13 E5 Day 5 e7 day 3 2	420	180	0	0	0	Miller CB Expt 13 E5 Day 5 E7 Day 3 - Part 2	/Users/jia/Dropbox/Miller/cb_exp_13/Miller CB Expt 13 E5 Day 5 E7 Day 3 - Part 2/60034.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB537 Control Day 5	SURFACE
18-Jan-17	357	CB536	325	7	13	Miller CB Expt 13 E5 Day 7 E7 Day 5	420	180	0	0	0	Miller CB Expt 13 E5 Day 7 E7 Day 5	/Users/jia/Dropbox/Miller/cb_exp_13/Miller CB Expt 13 E5 Day 7 E7 Day 5/60060.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB536 Control Day 7	SURFACE
18-Jan-17	357	CB537	325	7	13	Miller CB Expt 13 E5 Day 7 E7 Day 5	420	180	0	0	0	Miller CB Expt 13 E5 Day 7 E7 Day 5	/Users/jia/Dropbox/Miller/cb_exp_13/Miller CB Expt 13 E5 Day 7 E7 Day 5/60064.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB537 Control Day 7	SURFACE
13-Jan-17	357	CB536	325	0	13	Miller CB Expt 13 E7 Day 0_001	420	180	0	0	0	Miller CB Expt 13 E7 Day 0	/Users/jia/Dropbox/Miller/cb_exp_13/Miller CB Expt 13 E7 Day 0/60188.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 CB536 Control Day 0	SURFACE
16-Jan-17	357	CB536	325	3	13	Miller CB Expt 13 E5 Day 5 e7 day 3 2	420	180	0	0	0	Miller CB Expt 13 E5 Day 5 E7 Day 3 - Part 2	/Users/jia/Dropbox/Miller/cb_exp_13/Miller CB Expt 13 E5 Day 5 E7 Day 3 - Part 2/60035.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 CB536 Control Day 3	SURFACE
18-Jan-17	357	CB536	325	5	13	Miller CB Expt 13 E5 Day 7 E7 Day 5	420	180	0	0	0	Miller CB Expt 13 E5 Day 7 E7 Day 5	/Users/jia/Dropbox/Miller/cb_exp_13/Miller CB Expt 13 E5 Day 7 E7 Day 5/60065.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 536 Control Day 5	SURFACE
20-Jan-17	357	CB536	325	7	13	Miller CB Expt 13 E5 Day 9 E7 Day 7	420	180	0	0	0	Miller CB Expt 13 E5 Day 9 E7 Day 7	/Users/jia/Dropbox/Miller/cb_exp_13/Miller CB Expt 13 E5 Day 9 E7 Day 7/60118.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 CB536 Control Day 7	SURFACE
13-Jan-17	357	CB537	325	0	13	Miller CB Expt 13 E7 Day 0_001	420	180	0	0	0	Miller CB Expt 13 E7 Day 0	/Users/jia/Dropbox/Miller/cb_exp_13/Miller CB Expt 13 E7 Day 0/60192.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 CB537 Control Day 0	SURFACE
16-Jan-17	357	CB537	325	3	13	Miller CB Expt 13 E5 Day 5 e7 day 3 2	420	180	0	0	0	Miller CB Expt 13 E5 Day 5 E7 Day 3 - Part 2	/Users/jia/Dropbox/Miller/cb_exp_13/Miller CB Expt 13 E5 Day 5 E7 Day 3 - Part 2/60036.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 CB537 Control Day 3	SURFACE
18-Jan-17	357	CB537	325	5	13	Miller CB Expt 13 E5 Day 7 E7 Day 5	420	180	0	0	0	Miller CB Expt 13 E5 Day 7 E7 Day 5	/Users/jia/Dropbox/Miller/cb_exp_13/Miller CB Expt 13 E5 Day 7 E7 Day 5/60066.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 CB537 Control Day 7	SURFACE
20-Jan-17	357	CB537	325	7	13	Miller CB Expt 13 E5 Day 9 E7 Day 7	420	180	0	0	0	Miller CB Expt 13 E5 Day 9 E7 Day 7	/Users/jia/Dropbox/Miller/cb_exp_13/Miller CB Expt 13 E5 Day 9 E7 Day 7/60119.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 CB537 Control Day 7	SURFACE
20-Jan-17	357	CB539A	325	0	14	Miller CB Expt 14 E7 Day 0	420	180	0	0	0	Miller CB Expt 14 E7 Day 0	/Users/jia/Dropbox/Miller/cb_exp_14/Miller CB Expt 14 E7 Day 0/60428.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB539 Control Day 0	SURFACE
23-Jan-17	357	CB539A	325	3	14	Miller CB Expt 13 E5 Day 11 E7 Day 9_001	420	180	0	0	0	Miller CB Expt 14 E7 Day 3	/Users/jia/Dropbox/Miller/cb_exp_14/Miller CB Expt 14 E7 Day 3/60142.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 539 control D3	SURFACE
25-Jan-17	357	CB539A	325	5	14	Miller CB Expt 13 E5 DayE72 D3 E7 Day 9_002	420	180	0	0	0	Miller CB Expt 14 E7 Day 5	/Users/jia/Dropbox/Miller/cb_exp_14/Miller CB Expt 14 E7 Day 5/61079.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 539 control D5	SURFACE
27-Jan-17	357	CB539A	325	7	14	Miller CB Expt 14 E7 Day 7	420	180	0	0	0	Miller CB Expt 14 E7 Day 7	/Users/jia/Dropbox/Miller/cb_exp_14/Miller CB Expt 14 E7 Day 7/60210.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB539 Control Day 7	SURFACE
20-Jan-17	357	CB539B	325	0	14	Miller CB Expt 14 E7 Day 0	420	180	0	0	0	Miller CB Expt 14 E7 Day 0	/Users/jia/Dropbox/Miller/cb_exp_14/Miller CB Expt 14 E7 Day 0/60433.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Low CO2	E5 CB539 Low CO2 Day 0	SURFACE
23-Jan-17	357	CB539B	325	3	14	Miller CB Expt 13 E5 Day 11 E7 Day 9_001	420	180	0	0	0	Miller CB Expt 14 E7 Day 3	/Users/jia/Dropbox/Miller/cb_exp_14/Miller CB Expt 14 E7 Day 3/60154.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Low CO2	E7 539 co2 D3	SURFACE
25-Jan-17	357	CB539B	325	5	14	Miller CB Expt 13 E5 DayE72 D3 E7 Day 9_002	420	180	0	0	0	Miller CB Expt 14 E7 Day 5	/Users/jia/Dropbox/Miller/cb_exp_14/Miller CB Expt 14 E7 Day 5/61087.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Low CO2	E7 539 co2 D5	SURFACE
27-Jan-17	357	CB539B	325	7	14	Miller CB Expt 14 E7 Day 7	420	180	0	0	0	Miller CB Expt 14 E7 Day 7	/Users/jia/Dropbox/Miller/cb_exp_14/Miller CB Expt 14 E7 Day 7/60215.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Low CO2	E5 CB539 Low CO2 Day 7	SURFACE
20-Jan-17	357	CB540A	325	0	14	Miller CB Expt 14 E7 Day 0	420	180	0	0	0	Miller CB Expt 14 E7 Day 0	/Users/jia/Dropbox/Miller/cb_exp_14/Miller CB Expt 14 E7 Day 0/60432.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB540 Control Day 0	SURFACE
23-Jan-17	357	CB540A	325	3	14	Miller CB Expt 13 E5 Day 11 E7 Day 9_001	420	180	0	0	0	Miller CB Expt 14 E7 Day 3	/Users/jia/Dropbox/Miller/cb_exp_14/Miller CB Expt 14 E7 Day 3/60155.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 540 control D3	SURFACE
25-Jan-17	357	CB540A	325	5	14	Miller CB Expt 13 E5 DayE72 D3 E7 Day 9_002	420	180	0	0	0	Miller CB Expt 14 E7 Day 5	/Users/jia/Dropbox/Miller/cb_exp_14/Miller CB Expt 14 E7 Day 5/61088.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 540 control D5	SURFACE
27-Jan-17	357	CB540A	325	7	14	Miller CB Expt 14 E7 Day 7	420	180	0	0	0	Miller CB Expt 14 E7 Day 7	/Users/jia/Dropbox/Miller/cb_exp_14/Miller CB Expt 14 E7 Day 7/60214.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB540 Control Day 7	SURFACE
20-Jan-17	357	CB540B	325	0	14	Miller CB Expt 14 E7 Day 0	420	180	0	0	0	Miller CB Expt 14 E7 Day 0	/Users/jia/Dropbox/Miller/cb_exp_14/Miller CB Expt 14 E7 Day 0/60434.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Low CO2	E5 CB540 Low CO2l Day 0	SURFACE
23-Jan-17	357	CB540B	325	3	14	Miller CB Expt 13 E5 Day 11 E7 Day 9_001	420	180	0	0	0	Miller CB Expt 14 E7 Day 3	/Users/jia/Dropbox/Miller/cb_exp_14/Miller CB Expt 14 E7 Day 3/60156.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Low CO2	E7 540 co2 D3	SURFACE
25-Jan-17	357	CB540B	325	5	14	Miller CB Expt 13 E5 DayE72 D3 E7 Day 9_002	420	180	0	0	0	Miller CB Expt 14 E7 Day 5	/Users/jia/Dropbox/Miller/cb_exp_14/Miller CB Expt 14 E7 Day 5/61089.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Low CO2	E7 540 co2 D5	SURFACE
27-Jan-17	357	CB540B	325	7	14	Miller CB Expt 14 E7 Day 7	420	180	0	0	0	Miller CB Expt 14 E7 Day 7	/Users/jia/Dropbox/Miller/cb_exp_14/Miller CB Expt 14 E7 Day 7/60216.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Low CO2	E5 CB540 Low CO2 Day 7	SURFACE
21-Feb-17	357	CB542	325	0	15	Miller CB Expt 15 E5 Day 0	420	180	0	0	0	Miller CB Expt 15 E5 Day 0	/Users/jia/Dropbox/Miller/cb_exp_15/Miller CB Expt 15 E5 Day 0/61728.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB542 Control Day 0	SURFACE
21-Feb-17	357	CB543	325	0	15	Miller CB Expt 15 E5 Day 0	420	180	0	0	0	Miller CB Expt 15 E5 Day 0	/Users/jia/Dropbox/Miller/cb_exp_15/Miller CB Expt 15 E5 Day 0/61732.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB543 Control Day 0	SURFACE
24-Feb-17	357	CB542	325	3	15	Miller CB Expt 15 E5 Day3	420	180	0	0	0	Miller CB Expt 15 E5 Day 3	/Users/jia/Dropbox/Miller/cb_exp_15/Miller CB Expt 15 E5 Day 3/61868.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB542 Control Day 3	SURFACE
24-Feb-17	357	CB543	325	3	15	Miller CB Expt 15 E5 Day3	420	180	0	0	0	Miller CB Expt 15 E5 Day 3	/Users/jia/Dropbox/Miller/cb_exp_15/Miller CB Expt 15 E5 Day 3/61872.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB543 Control Day 3	SURFACE
26-Feb-17	357	CB542	325	5	15	Miller CB Expt 15 E5 Day 5 E7 Day 3	420	180	0	0	0	Miller CB Expt 15 E5 Day 5 E7 Day 3	/Users/jia/Dropbox/Miller/cb_exp_15/Miller CB Expt 15 E5 Day 5 E7 Day 3/61894.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB542 Control Day 5	SURFACE
26-Feb-17	357	CB543	325	5	15	Miller CB Expt 15 E5 Day 5 E7 Day 3	420	180	0	0	0	Miller CB Expt 15 E5 Day 5 E7 Day 3	/Users/jia/Dropbox/Miller/cb_exp_15/Miller CB Expt 15 E5 Day 5 E7 Day 3/61898.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB543 Control Day 5	SURFACE
28-Feb-17	357	CB542	325	7	15	Miller CB Expt 15 E5 Day 7 E7 Day 5	420	180	0	0	0	Miller CB Expt 15 E5 Day 7 E7 Day 5	/Users/jia/Dropbox/Miller/cb_exp_15/Miller CB Expt 15 E5 Day 7 E7 Day 5/61924.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB542 Control Day 7	SURFACE
28-Feb-17	357	CB543	325	7	15	Miller CB Expt 15 E5 Day 7 E7 Day 5	420	180	0	0	0	Miller CB Expt 15 E5 Day 7 E7 Day 5	/Users/jia/Dropbox/Miller/cb_exp_15/Miller CB Expt 15 E5 Day 7 E7 Day 5/61928.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 CB543 Control Day 7	SURFACE
23-Feb-17	357	CB542	325	0	15	Miller CB Expt 15 E7 Day 0	420	180	0	0	0	Miller CB Expt 15 E7 Day 0	/Users/jia/Dropbox/Miller/cb_exp_15/Miller CB Expt 15 E7 Day 0/62032.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 CB542 Control Day 0	SURFACE
26-Feb-17	357	CB542	325	3	15	Miller CB Expt 15 E5 Day 5 E7 Day 3	420	180	0	0	0	Miller CB Expt 15 E5 Day 5 E7 Day 3	/Users/jia/Dropbox/Miller/cb_exp_15/Miller CB Expt 15 E5 Day 5 E7 Day 3/61899.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 CB542 Control Day 3	SURFACE
28-Feb-17	357	CB542	325	5	15	Miller CB Expt 15 E5 Day 7 E7 Day 5	420	180	0	0	0	Miller CB Expt 15 E5 Day 7 E7 Day 5	/Users/jia/Dropbox/Miller/cb_exp_15/Miller CB Expt 15 E5 Day 7 E7 Day 5/61929.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 CB542 Control Day 5	SURFACE
2-Mar-17	357	CB542	325	7	15	Miller CB Expt 15 E5 Day 9 E7 Day 7	420	180	0	0	0	Miller CB Expt 15 E5 Day 9 E7 Day 7	/Users/jia/Dropbox/Miller/cb_exp_15/Miller CB Expt 15 E5 Day 9 E7 Day 7/61991.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 CB542 Control Day 7	SURFACE
23-Feb-17	357	CB543	325	0	15	Miller CB Expt 15 E7 Day 0	420	180	0	0	0	Miller CB Expt 15 E7 Day 0	/Users/jia/Dropbox/Miller/cb_exp_15/Miller CB Expt 15 E7 Day 0/62036.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 CB543 Control Day 0	SURFACE
26-Feb-17	357	CB543	325	3	15	Miller CB Expt 15 E5 Day 5 E7 Day 3	420	180	0	0	0	Miller CB Expt 15 E5 Day 5 E7 Day 3	/Users/jia/Dropbox/Miller/cb_exp_15/Miller CB Expt 15 E5 Day 5 E7 Day 3/61900.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 CB543 Control Day 3	SURFACE
28-Feb-17	357	CB543	325	5	15	Miller CB Expt 15 E5 Day 7 E7 Day 5	420	180	0	0	0	Miller CB Expt 15 E5 Day 7 E7 Day 5	/Users/jia/Dropbox/Miller/cb_exp_15/Miller CB Expt 15 E5 Day 7 E7 Day 5/61930.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 CB543 Control Day 5	SURFACE
2-Mar-17	357	CB543	325	7	15	Miller CB Expt 15 E5 Day 9 E7 Day 7	420	180	0	0	0	Miller CB Expt 15 E5 Day 9 E7 Day 7	/Users/jia/Dropbox/Miller/cb_exp_15/Miller CB Expt 15 E5 Day 9 E7 Day 7/61992.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 CB543 Control Day 7	SURFACE
18-Apr-17	357	CB544	325	0	16	Miller CB Expt 16 E5 Day 0	420	180	180	180	0	Miller CB Expt 16 E5 Day 0	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E5 Day 0/Primary cells_CD34PE_ CD41 FITC_42APC_001_E5 CB544 VPA+ Day 0.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	VPA+	E5 CB544 VPA Day 0	SURFACE
21-Apr-17	357	CB544	325	3	16	Miller CB Expt 16 E0 Day 9 E5 Day 3	420	180	180	180	0	Miller CB Expt 16 E0 Day 9 E5 Day 3	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E0 Day 9 E5 Day 3/Primary cells_CD34PE_ CD41 FITC_42APC_001_E5 CB544 VPA+ Day 3.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	VPA+	E5 CB544 VPA Day 3	SURFACE
23-Apr-17	357	CB544	325	5	16	Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3	420	180	180	180	0	Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3/Primary cells_CD34PE_ CD41 FITC_42APC_001_E5 CB544 VPA+ Day 5.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	VPA+	E5 CB544 VPA Day 5	SURFACE
25-Apr-17	357	CB544	325	7	16	Miller CB Expt 16 E0 PL Day 13 E5 Day 7 E7 Day 5	420	180	180	180	0	Miller CB Expt 16 E5 Day 7 E7 Day 5	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E5 Day 7 E7 Day 5/Primary cells_CD34PE_ CD41 FITC_42APC_001_E5 CB544 VPA+ Day 7.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	VPA+	E5 CB544 VPA Day 7	SURFACE
18-Apr-17	357	CB546	325	0	16	Miller CB Expt 16 E5 Day 0	420	180	180	180	0	Miller CB Expt 16 E5 Day 0	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E5 Day 0/Primary cells_CD34PE_ CD41 FITC_42APC_001_E5 CB546 VPA+ Day 0.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	VPA+	E5 CB546 VPA Day 0	SURFACE
21-Apr-17	357	CB546	325	3	16	Miller CB Expt 16 E0 Day 9 E5 Day 3	420	180	180	180	0	Miller CB Expt 16 E0 Day 9 E5 Day 3	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E0 Day 9 E5 Day 3/Primary cells_CD34PE_ CD41 FITC_42APC_001_E5 CB546 VPA+ Day 3.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	VPA+	E5 CB546 VPA Day 3	SURFACE
23-Apr-17	357	CB546	325	5	16	Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3	420	180	180	180	0	Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3/Primary cells_CD34PE_ CD41 FITC_42APC_001_E5 CB546 VPA+ Day 5.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	VPA+	E5 CB546 VPA Day 5	SURFACE
25-Apr-17	357	CB546	325	7	16	Miller CB Expt 16 E0 PL Day 13 E5 Day 7 E7 Day 5	420	180	180	180	0	Miller CB Expt 16 E5 Day 7 E7 Day 5	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E5 Day 7 E7 Day 5/Primary cells_CD34PE_ CD41 FITC_42APC_001_E5 CB546 VPA+ Day 7.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	VPA+	E5 CB546 VPA Day 7	SURFACE
18-Apr-17	357	CB547	325	0	16	Miller CB Expt 16 E5 Day 0	420	180	180	180	0	Miller CB Expt 16 E5 Day 0	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E5 Day 0/Primary cells_CD34PE_ CD41 FITC_42APC_001_E5 CB547 VPA+ Day 0.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	VPA+	E5 CB547 VPA Day 0	SURFACE
21-Apr-17	357	CB547	325	3	16	Miller CB Expt 16 E0 Day 9 E5 Day 3	420	180	180	180	0	Miller CB Expt 16 E0 Day 9 E5 Day 3	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E0 Day 9 E5 Day 3/Primary cells_CD34PE_ CD41 FITC_42APC_001_E5 CB547 VPA+ Day 3.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	VPA+	E5 CB547 VPA Day 3	SURFACE
23-Apr-17	357	CB547	325	5	16	Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3	420	180	180	180	0	Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3/Primary cells_CD34PE_ CD41 FITC_42APC_001_E5 CB547 VPA+ Day 5.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	VPA+	E5 CB547 VPA Day 5	SURFACE
25-Apr-17	357	CB547	325	7	16	Miller CB Expt 16 E0 PL Day 13 E5 Day 7 E7 Day 5	420	180	180	180	0	Miller CB Expt 16 E5 Day 7 E7 Day 5	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E5 Day 7 E7 Day 5/Primary cells_CD34PE_ CD41 FITC_42APC_001_E5 CB547 VPA+ Day 7.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	VPA+	E5 CB547 VPA Day 7	SURFACE
20-Apr-17	357	CB544	325	0	16	Miller CB Expt 16 E7 Day 0	420	180	180	180	0	Miller CB Expt 16 E7 Day 0	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E7 Day 0/Primary cells_CD34PE_ CD41 FITC_42APC_001_E7 CB544 VPA+ Day 0.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	VPA+	E7 CB544 VPA Day 0	SURFACE
23-Apr-17	357	CB544	325	3	16	Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3	420	180	180	180	0	Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3/Primary cells_CD34PE_ CD41 FITC_42APC_001_E7 CB544 VPA+ Day 3.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	VPA+	E7 CB544 VPA Day 3	SURFACE
25-Apr-17	357	CB544	325	5	16	Miller CB Expt 16 E0 PL Day 13 E5 Day 7 E7 Day 5	420	180	180	180	0	Miller CB Expt 16 E5 Day 7 E7 Day 5	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E5 Day 7 E7 Day 5/Primary cells_CD34PE_ CD41 FITC_42APC_001_E7 CB544 VPA+ Day 5.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	VPA+	E7 CB544 VPA Day 5	SURFACE
27-Apr-17	357	CB544	325	7	16	Miller CB Expt 16 E0 PL Day 13 E5 Day 7 E7 Day 5_001	420	180	180	180	0	Miller CB Expt 16 E0 Day 15 E5 Day 9 E7 Day 7	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E0 Day 15 E5 Day 9 E7 Day 7/Primary cells_CD34PE_ CD41 FITC_42APC_001_E7 CB544 VPA+ Day 7.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	VPA+	E7 CB544 VPA Day 7	SURFACE
